4486;0.05;259810
4498;0.1;182477
4493;0.15;185259
4506;0.2;188463
4203;0.25;192806
4120;0.3;196706
4116;0.35;196220
4239;0.4;197210
4311;0.45;198026
4217;0.5;196952
4291;0.25;195890
4388;0.15;187649
4395;0.1;182281
4119;0.45;197282
4238;0.35;195402
4415;0.2;188779
4415;0.2;188965
4415;0.2;188706
4294;0.2;188199
4208;0.3;194884
4220;0.35;194529
4208;0.3;195355
4220;0.35;194453
4212;0.3;193943
4596;0.05;178914
4297;0.2;188499
4212;0.3;194234
4596;0.05;178929
4297;0.2;188784
4199;0.3;193277
3895;0.4;195156
4199;0.3;193003
3895;0.4;195998
4199;0.3;192999
4022;0.4;198605
4336;0.3;194132
4136;0.45;197497
4022;0.4;198718
4336;0.3;193788
4111;0.45;199906
4208;0.4;196563
4591;0.05;179330
4208;0.4;196818
4591;0.05;179318
4133;0.4;197988
4587;0.05;179441
4210;0.45;199088
4222;0.35;195269
4222;0.35;194618
4117;0.35;195185
4123;0.4;197213
4123;0.4;197025
4123;0.4;197719
4123;0.4;197263
3996;0.4;196280
4216;0.25;190903
4118;0.5;201646
4216;0.25;191133
4118;0.5;198660
4216;0.25;190918
4130;0.5;196541
4219;0.45;197042
4130;0.5;196375
4219;0.45;197213
4130;0.5;196362
4201;0.45;197168
4385;0.1;182273
4196;0.5;196767
3912;0.4;196974
4394;0.15;185449
4313;0.25;191427
4392;0.1;181416
4121;0.5;197319
4392;0.1;182006
4121;0.5;197394
4505;0.1;182507
3915;0.45;197778
4187;0.35;194383
4415;0.3;194473
4400;0.15;186186
4096;0.25;191617
4014;0.4;196300
4295;0.15;186670
4014;0.4;195952
4295;0.15;187842
4014;0.4;196382
4403;0.15;185544
4501;0.1;181697
4213;0.35;196772
4110;0.4;197354
4306;0.25;190752
4097;0.35;196594
4087;0.15;186260
4318;0.3;193857
4219;0.45;198274
4185;0.25;190726
4389;0.15;185276
4314;0.3;195249
4389;0.15;185296
4314;0.3;195341
4389;0.15;185443
4424;0.3;193837
4491;0.15;185486
4215;0.5;197816
4215;0.5;197829
4215;0.5;197870
4223;0.5;198622
4494;0.2;189420
4223;0.5;199387
4494;0.2;189236
4223;0.5;202094
4494;0.2;189383
4131;0.5;200680
4381;0.1;181601
4381;0.1;186109
4381;0.1;184794
4381;0.1;181885
4390;0.1;181780
4108;0.5;197404
4212;0.3;193679
4312;0.2;189221
4212;0.3;193461
4501;0.2;187589
4305;0.45;198499
4316;0.25;190834
4340;0.35;194579
4316;0.25;190651
4303;0.35;194633
4196;0.15;184929
4197;0.5;195946
4196;0.15;184815
4197;0.5;196360
4196;0.15;184910
4114;0.5;198835
4114;0.45;197905
4228;0.3;198667
4114;0.45;198964
4228;0.3;193651
4210;0.45;197746
4289;0.25;189901
4592;0.05;178417
4204;0.5;196850
4289;0.25;190148
4491;0.05;179184
4011;0.45;199373
4407;0.15;185637
4206;0.3;193142
4011;0.45;231815
4487;0.15;183683
4396;0.05;180774
3809;0.5;198672
3809;0.5;198260
3809;0.5;198999
4211;0.5;199844
4488;0.05;180885
4190;0.2;191267
4211;0.5;199645
4488;0.05;179671
4406;0.2;187266
4406;0.2;187396
4406;0.2;187672
4406;0.2;187142
4406;0.2;187708
4406;0.2;188049
4397;0.2;188676
4313;0.3;192930
4116;0.45;198274
4313;0.3;192757
4116;0.45;198198
4215;0.3;192908
4222;0.45;198948
4293;0.2;189234
4222;0.45;198853
4293;0.2;189422
4319;0.45;197253
4403;0.2;187051
3889;0.35;195619
4489;0.05;178429
4319;0.45;196862
4502;0.2;188942
4218;0.25;189858
4204;0.35;194492
4324;0.3;192556
4294;0.4;196611
4132;0.45;198687
4401;0.1;182429
4307;0.4;196766
4307;0.4;196284
4307;0.4;197760
4307;0.4;196419
4014;0.4;229220
4292;0.15;185780
4119;0.35;196028
4205;0.2;188638
4201;0.2;188990
4595;0.05;179259
4012;0.35;195438
4221;0.3;194213
4595;0.05;178773
4012;0.35;195031
4103;0.3;193585
4322;0.4;198521
4218;0.45;198149
4294;0.15;185079
4489;0.05;178872
4497;0.1;182870
3993;0.4;197843
4220;0.45;199389
3993;0.4;197158
4220;0.45;199184
4028;0.4;196016
4106;0.5;197909
4313;0.3;193899
4106;0.5;198605
4313;0.3;198326
4017;0.5;199022
4222;0.45;197129
4017;0.5;199586
4222;0.45;196874
4017;0.5;198589
4123;0.45;199328
4123;0.45;199290
4123;0.45;200557
4123;0.45;199374
4123;0.45;199371
4209;0.45;196513
4593;0.05;179356
4296;0.25;192132
4305;0.15;185843
4102;0.5;197151
4209;0.45;196484
4487;0.05;178677
4023;0.5;198955
4205;0.35;196490
4389;0.1;184029
4311;0.4;204762
4225;0.45;201736
4142;0.5;201432
4191;0.35;200235
4494;0.15;188057
4191;0.35;199261
4392;0.15;188887
4327;0.45;199411
4209;0.3;199217
4490;0.1;187652
4217;0.35;201034
4203;0.2;195033
4104;0.45;204945
4128;0.35;200865
4315;0.4;200812
4082;0.1;184516
4020;0.45;200242
4227;0.35;198949
4193;0.3;196205
4020;0.45;200125
4227;0.35;198537
4422;0.3;195589
4225;0.5;197162
4589;0.05;181023
4422;0.3;196572
4225;0.5;197337
4491;0.05;181025
4203;0.25;192939
4203;0.25;193797
4203;0.25;193056
4203;0.25;224212
4403;0.25;192892
4220;0.5;198191
4220;0.5;199123
4220;0.5;198631
4220;0.5;198426
4220;0.5;199860
4315;0.3;194048
4488;0.05;180359
4001;0.4;197762
4208;0.35;198197
4316;0.25;192395
4316;0.25;192289
4316;0.25;192397
4316;0.25;192320
4316;0.25;193026
4305;0.25;192583
4006;0.3;194856
4114;0.4;199405
4114;0.4;199134
4114;0.4;200826
4114;0.4;204323
4207;0.4;201684
4299;0.15;191200
4321;0.45;199248
4327;0.5;202424
4207;0.4;201768
4390;0.15;190286
4109;0.25;196515
4187;0.3;192125
4202;0.5;196635
4214;0.4;197617
4486;0.1;181539
4030;0.5;197456
4193;0.2;189027
4491;0.15;185876
4309;0.25;191679
4191;0.35;229131
4191;0.35;196486
4191;0.35;196568
4191;0.35;196399
4191;0.35;196565
4305;0.35;194919
4100;0.25;191991
4304;0.2;188649
4304;0.2;188598
4304;0.2;188855
4198;0.2;189040
4025;0.45;197355
4114;0.5;197975
4198;0.2;189182
4025;0.45;196782
4019;0.5;198252
4111;0.4;196667
4587;0.05;181504
4393;0.1;185243
4411;0.25;190489
4583;0.1;181854
4324;0.3;193017
4404;0.15;185529
4305;0.2;188053
4589;0.05;179240
4213;0.4;197383
4285;0.15;187542
4285;0.15;186099
4285;0.15;185585
4285;0.15;185449
4285;0.15;185553
4384;0.15;185347
4130;0.4;197883
4202;0.35;195418
4130;0.4;197658
4202;0.35;195317
4018;0.4;196771
4109;0.3;194778
4494;0.05;179108
4193;0.35;196456
4193;0.35;199339
4308;0.35;195016
4222;0.5;196400
4104;0.4;199623
4211;0.25;190847
4222;0.5;196493
4001;0.4;196067
4408;0.25;191643
4408;0.25;192289
4408;0.25;191784
4408;0.25;191625
4408;0.25;191713
4406;0.25;190664
4315;0.5;194295
4315;0.5;194806
4315;0.5;194184
4315;0.5;194146
4122;0.5;194920
4122;0.5;195038
4122;0.5;195425
4122;0.5;194906
4122;0.5;195121
4138;0.5;195933
4694;0.05;179140
4496;0.1;181463
4333;0.4;196389
4333;0.4;195767
4033;0.4;197495
4232;0.5;196835
4232;0.5;197091
4232;0.5;197121
4232;0.5;196633
4008;0.5;198988
4192;0.1;182182
4207;0.4;198181
4008;0.5;199189
4192;0.1;182191
4310;0.4;196365
4218;0.35;195815
4393;0.15;185496
4097;0.25;191942
4125;0.5;197151
4310;0.4;196477
3996;0.35;195675
4113;0.45;198459
3994;0.3;194126
4394;0.15;222824
4302;0.25;190408
4140;0.4;196615
4201;0.5;198275
4302;0.25;190517
4140;0.4;197082
4201;0.5;197778
4193;0.25;190367
4208;0.5;197582
4244;0.4;196210
4244;0.4;195602
4244;0.4;195362
4219;0.4;199635
4219;0.4;200021
4219;0.4;199856
4219;0.4;199749
4219;0.4;200018
4207;0.4;197448
4005;0.5;198096
4391;0.15;185425
4486;0.05;178631
3915;0.45;196162
4132;0.4;196454
4119;0.45;198785
4116;0.5;198242
4407;0.25;190670
4132;0.4;196821
4215;0.45;197796
4215;0.45;198294
4215;0.45;197645
4215;0.45;199204
4215;0.45;197575
4241;0.45;224344
4182;0.2;188136
4113;0.5;202877
4396;0.15;187151
4236;0.35;193380
4311;0.25;190766
4492;0.05;179350
4001;0.35;197005
4112;0.4;197570
4001;0.35;197247
4114;0.4;195751
4098;0.3;193479
4507;0.2;188138
4108;0.45;199126
4296;0.15;185594
4233;0.3;193680
4488;0.1;183419
4233;0.3;193969
4488;0.1;183185
4233;0.3;193518
4285;0.1;182763
4285;0.1;183182
4285;0.1;185597
4285;0.1;184300
4285;0.1;183662
4285;0.1;182798
4397;0.1;182381
4213;0.45;198455
4213;0.45;199062
4213;0.45;198222
4213;0.45;198087
4209;0.45;196826
4505;0.1;182622
4209;0.45;196879
4505;0.1;182204
4209;0.45;196748
4402;0.1;181903
4101;0.4;198264
4402;0.1;182961
4101;0.4;197474
4402;0.1;181969
4101;0.4;197354
4393;0.1;182501
4593;0.05;179093
4393;0.1;182568
4593;0.05;178965
4393;0.1;182503
4492;0.05;178883
4312;0.25;191319
4319;0.5;196788
4319;0.5;196459
4319;0.5;195753
4310;0.5;198943
4306;0.25;191743
4300;0.2;189453
4300;0.2;188338
4300;0.2;188378
4399;0.2;188629
4205;0.5;197822
4398;0.1;181580
4485;0.05;179837
4175;0.15;184876
4116;0.45;198232
4224;0.5;195522
4413;0.2;188108
4224;0.5;195853
4413;0.2;188035
4224;0.5;195772
4404;0.2;187525
4204;0.4;198213
4209;0.45;198304
4208;0.35;195328
4318;0.25;190607
4198;0.15;186337
4127;0.4;196368
4324;0.25;195482
4314;0.3;198158
4031;0.5;198920
4388;0.1;182139
4023;0.5;199763
4116;0.4;200021
4023;0.5;204435
4116;0.4;197964
4223;0.5;196982
4217;0.4;198671
4119;0.45;197596
4307;0.2;188108
4299;0.25;191036
4124;0.45;196926
