28012;0.05;58943871
27562;0.1;61388060
27302;0.15;61826304
26416;0.2;62717777
26187;0.25;63071212
26355;0.3;64192255
26438;0.35;64098551
26219;0.4;64903309
26463;0.45;65231863
26430;0.5;65533288
26786;0.4;64623825
26747;0.4;64705313
26493;0.4;64635144
26409;0.35;64305128
26570;0.5;65276347
27856;0.1;61323776
26812;0.2;62764337
26654;0.3;63831077
27477;0.1;61123469
26121;0.4;64568970
26677;0.45;65193352
26873;0.15;62012602
26435;0.5;65312595
26716;0.45;64894534
26651;0.5;65484258
26475;0.4;64515197
26494;0.4;64550429
26428;0.35;64128561
27393;0.15;62164193
26332;0.4;64649791
26616;0.15;61826318
27233;0.1;61342486
26444;0.3;64011136
26133;0.4;64977203
26696;0.35;63857135
25981;0.45;65011424
26880;0.25;63112812
26838;0.45;64578807
26502;0.4;64562851
26465;0.5;64988445
27187;0.05;59803200
26096;0.3;63869936
27186;0.15;61929233
26379;0.15;62201997
26439;0.3;63507365
26777;0.4;64651377
26125;0.5;65436902
26914;0.5;65543937
26231;0.2;62415330
26221;0.25;62827753
25915;0.5;65172606
26220;0.4;64854870
27144;0.1;60919422
27684;0.05;59898828
26716;0.5;65103879
25927;0.2;62579420
26305;0.1;61076824
26882;0.25;62683794
26261;0.15;61886725
26621;0.35;64273593
26091;0.45;65141478
27130;0.1;61288586
28201;0.05;59627827
26328;0.3;63693877
26986;0.35;63832001
26832;0.45;65017812
25960;0.5;66041115
26662;0.5;65241425
25737;0.25;62788197
27050;0.35;63973383
25928;0.35;64085609
26618;0.2;62421519
26248;0.3;63556685
26788;0.15;61870465
26623;0.35;64220475
27086;0.15;62077532
25889;0.4;64275450
25259;0.35;64026269
26339;0.3;63716209
27143;0.15;61907472
26067;0.4;64930608
26729;0.15;62161997
27143;0.1;61000010
26051;0.35;63759752
26170;0.5;65293119
27146;0.1;61262033
27764;0.1;61265297
26738;0.35;63884037
26670;0.25;63070191
26567;0.3;63732210
26433;0.4;64586115
26150;0.35;64190229
25813;0.35;63875390
25508;0.45;65382448
26314;0.5;65123616
27057;0.2;62240019
26669;0.15;61652950
26147;0.25;63183761
26343;0.5;64931741
26696;0.15;61966088
27090;0.25;62865353
25993;0.3;63778592
26390;0.5;65001910
28005;0.05;59733743
26464;0.5;65197393
26168;0.4;64498023
26459;0.2;62102206
28315;0.05;59620939
26050;0.25;62662024
26533;0.3;63531764
27597;0.05;59537896
26374;0.5;64937824
26328;0.45;64630396
25857;0.25;62962538
27399;0.05;59698200
26197;0.5;64958482
26338;0.45;65043989
26547;0.5;65334579
26318;0.35;63758814
26848;0.1;60791354
26632;0.5;65106200
26741;0.3;63383233
26690;0.35;64001384
26492;0.15;61739332
26846;0.35;63961491
26673;0.15;61710564
27351;0.1;60937651
26559;0.25;62997054
27359;0.1;60772480
26519;0.3;63412432
27034;0.1;61027457
26378;0.4;64334143
26872;0.2;62236571
26281;0.25;62734688
26158;0.25;62947323
26480;0.5;64944562
26293;0.25;62859132
26713;0.3;63099649
26358;0.45;64774061
26402;0.3;63640327
26267;0.5;65104322
26300;0.4;64450862
26655;0.5;64852776
26677;0.15;61619474
26649;0.5;65094258
28715;0.05;59478357
27902;0.05;59513340
26276;0.15;61859273
26524;0.45;64466566
26045;0.25;62776746
27265;0.1;60752986
27538;0.1;60996121
27587;0.05;59811518
26576;0.2;62310786
26421;0.45;64766271
26494;0.3;63711667
26945;0.25;62805152
26206;0.25;62734248
26754;0.35;63805233
27242;0.2;62328928
26046;0.5;64995717
26036;0.3;63294197
26412;0.4;64298910
26269;0.4;64454446
26353;0.3;63293610
26171;0.35;63957321
27742;0.1;60978578
26158;0.5;65044296
26230;0.25;62629862
26577;0.2;62070356
26388;0.5;65203165
25773;0.4;64292703
26387;0.5;64974087
26785;0.15;61795915
25611;0.3;63387256
26356;0.5;64999739
26259;0.5;65404934
27163;0.2;62177973
26654;0.2;62283904
26022;0.45;64617296
26185;0.45;64667808
26696;0.15;61858818
26534;0.45;64850258
26915;0.2;62060929
25961;0.5;65050533
26146;0.25;62996237
26019;0.45;64787991
26736;0.2;62306946
27034;0.2;61966347
26407;0.5;65521623
26350;0.25;62544411
27062;0.15;61187538
26714;0.15;61802092
26434;0.45;64861217
26554;0.15;61632113
