0.01911;4430.57;7;0.0458281;4059.5;4;0.109168;3722;5;0.0878493;3803.75;4;0.118691;3691;3;0.116463;3698;2;0.106767;3730.29;7;0.123864;3675.29;7;0.115004;3702.67;6;0.157256;3588.6;5;
0.02026;4430.38;8;0.0485843;4059.33;6;0.104493;3760.07;15;0.0874765;3827.5;6;0.117172;3717.25;4;0.140989;3649.1;10;0.105116;3757.83;12;0.107834;3748.25;12;0.121815;3702.83;12;0.146259;3635.73;15;
0.0203066;4430.44;9;0.0501534;4047.44;9;0.09844;3783.5;24;0.0890281;3821.71;7;0.110133;3741.27;11;0.133471;3670.05;19;0.102865;3766.9;20;0.110903;3738.67;15;0.137956;3657.94;17;0.146745;3635.42;19;
0.0205566;4430.44;9;0.0530514;4029.7;10;0.099765;3783.07;28;0.0903667;3820.69;16;0.106969;3756.79;14;0.123122;3704.32;28;0.104574;3765.3;23;0.108474;3751.54;24;0.143134;3648.95;21;0.149987;3631.93;27;
0.0210291;4430.44;9;0.0488248;4072.54;13;0.100588;3788.56;32;0.0927214;3819.54;24;0.101344;3785.73;22;0.125304;3706.23;30;0.10117;3786.38;29;0.112672;3745.83;29;0.148327;3644.24;29;0.148019;3645;33;
0.0213009;4430.44;9;0.0472772;4090.93;14;0.102922;3784.74;35;0.0931831;3822.55;29;0.102706;3785.54;28;0.121867;3721.33;39;0.102433;3786.55;33;0.110958;3756.39;33;0.142294;3664.11;37;0.155058;3632.77;43;
0.0213581;4430.3;10;0.0472892;4091.79;19;0.104;3781.69;42;0.093783;3821;36;0.0982236;3803.36;33;0.11916;3730.58;43;0.105767;3775.32;40;0.112179;3753.17;35;0.14167;3666.59;41;0.156571;3630.1;51;
0.0210758;4437.92;12;0.0474691;4091.82;22;0.102177;3789.85;47;0.0946778;3818.85;40;0.0965062;3811.55;38;0.118043;3735.54;50;0.106312;3774.84;45;0.113282;3750.95;41;0.140307;3671.55;49;0.16015;3623.3;56;
0.0209996;4437.92;12;0.0465198;4098.61;23;0.10138;3791.45;49;0.0956206;3813.69;48;0.100223;3795.8;45;0.115215;3743.25;55;0.107239;3770.2;49;0.113603;3748.53;45;0.139224;3673.07;59;0.159977;3622.38;65;
0.0210432;4437.23;13;0.0450422;4112.08;26;0.101082;3792.76;51;0.096642;3809.84;56;0.101142;3792.54;52;0.117999;3734.53;59;0.104422;3780.45;53;0.116112;3740.55;51;0.137257;3678.49;67;0.159258;3624.21;72;
