0.0067568;7956.2;5;0.0113109;7556.67;9;0.0179404;7216;2;0.0283915;6892.25;4;0.060912;6385.71;7;0.0913147;6132.33;9;0.11201;6008.33;3;0.195558;5682.67;3;0.238916;5570;4;0.236889;5574.75;4;
0.00696889;7969;6;0.0120942;7541.58;12;0.0214907;7120.25;4;0.0342338;6796.33;6;0.0580427;6446.82;11;0.0824216;6224.67;15;0.114128;6025.33;6;0.183265;5746.62;13;0.235011;5605.46;13;0.252344;5565.71;14;
0.00689756;7957.22;9;0.0117946;7541.58;12;0.0217838;7092.8;5;0.0355912;6753;9;0.0621281;6387.08;13;0.0701544;6309.94;18;0.11765;5992;15;0.191054;5708.41;17;0.228438;5607.3;23;0.254508;5547.03;29;
0.0066568;7964.8;10;0.0114918;7541.58;12;0.0212245;7092.8;5;0.0346774;6753;9;0.065181;6340;17;0.073717;6262.45;22;0.119829;5965.48;23;0.194875;5682.32;28;0.23014;5588.59;34;0.242208;5560.1;40;
0.00662534;7964.8;10;0.01202;7504.21;14;0.0216566;7075.17;6;0.033929;6764.55;11;0.0683794;6306.71;21;0.0733687;6262.45;22;0.11986;5962.5;28;0.187875;5700.44;36;0.210384;5636.3;46;0.265902;5505.84;56;
0.00675589;7964.8;10;0.0122569;7504.21;14;0.0220306;7076.86;7;0.0345975;6764.55;11;0.0700365;6303.92;25;0.072857;6279.08;25;0.125047;5948.89;35;0.18187;5730.16;49;0.209022;5650.98;52;0.265526;5517.38;72;
0.00674889;7971;11;0.0123398;7504.21;14;0.0211078;7112;8;0.033022;6800.73;15;0.068215;6324.82;33;0.0732759;6279.71;28;0.12521;5952.12;40;0.185123;5723.87;55;0.208001;5657.56;62;0.266956;5518.13;84;
0.00676134;7976.17;12;0.0124429;7504.21;14;0.0207788;7129.11;9;0.033298;6800.73;15;0.0671681;6339.88;34;0.0722589;6293.73;30;0.123355;5965.98;48;0.17939;5746.69;71;0.216369;5639.99;74;0.268178;5520.2;93;
0.00668659;7980.54;13;0.0121092;7520.4;15;0.0201891;7145.64;11;0.0346513;6769.88;16;0.0670919;6337.03;36;0.0730349;6283.47;34;0.12544;5952.63;57;0.174841;5758.22;77;0.216246;5637.13;86;0.26971;5513.95;105;
0.00664498;7980.54;13;0.0120339;7520.4;15;0.0215987;7093.14;14;0.0351413;6756.16;19;0.0651708;6351.5;44;0.072574;6283.53;38;0.124677;5952.55;62;0.175122;5753.7;88;0.215144;5636.49;92;0.271894;5506.07;115;
