0.0550448;3864;2;0.0550448;3864;4;0.0550448;3864;3;0.0669135;3789.29;7;0.089784;3679.5;4;0.10347;3627.67;3;0.130049;3545.67;6;0.137599;3525.71;7;0.131848;3540.8;5;0.175202;3441.56;9;
0.0540654;3864;4;0.0540654;3864;6;0.0597486;3825.57;7;0.0618453;3812.4;10;0.0914468;3666.17;12;0.0973126;3643.44;9;0.132953;3531.5;10;0.12752;3546.27;15;0.167191;3451.5;8;0.153852;3480.32;19;
0.0494201;3880.17;6;0.0515272;3864;8;0.0548138;3840.18;11;0.0600981;3805;15;0.0884368;3660.81;16;0.101741;3609.87;15;0.129182;3524.69;16;0.130753;3520.43;21;0.174059;3421.14;14;0.159969;3450.14;28;
0.0512914;3874.78;9;0.0527402;3864;10;0.057367;3831.64;14;0.0610215;3808.05;19;0.0876156;3672.76;17;0.0973991;3634.09;22;0.117286;3567.19;26;0.132844;3523.04;28;0.175998;3425.32;19;0.166437;3444.5;36;
0.0514684;3881.64;11;0.0538664;3864;12;0.057726;3837.35;17;0.0634908;3801;21;0.0906559;3668;18;0.101172;3627.96;27;0.115528;3580.14;35;0.130339;3537.22;37;0.171853;3440.75;28;0.163901;3457.09;44;
0.0516826;3878.92;13;0.0555163;3851.27;15;0.0591078;3827.2;20;0.0628358;3803.86;22;0.0906681;3666.91;22;0.0984155;3636.97;30;0.114189;3583.3;40;0.130523;3535.71;45;0.171615;3440.25;40;0.165446;3452.87;53;
0.0521995;3876.93;15;0.0547003;3858.83;18;0.0579329;3836.74;27;0.0617566;3812.3;27;0.0894312;3673.72;25;0.0992679;3635.58;36;0.116467;3577.95;44;0.129746;3539.53;49;0.172758;3439.62;48;0.165741;3453.92;61;
0.0519448;3879.32;19;0.0546954;3859.35;20;0.0587221;3832.03;31;0.0627049;3806.97;31;0.0887087;3677.16;31;0.0977484;3641.65;43;0.11819;3573.15;47;0.13361;3529.6;55;0.16908;3447.47;60;0.164596;3456.75;63;
0.052398;3877.86;21;0.0549055;3859.77;22;0.0588585;3833.03;32;0.0623419;3811.06;36;0.0912807;3668.47;38;0.0976491;3643.82;49;0.116327;3580.6;52;0.136235;3524.48;63;0.163394;3460.99;67;0.166611;3454.24;70;
0.0523677;3876.65;23;0.0545926;3860.56;27;0.0591745;3829.57;37;0.0621125;3811.06;36;0.092277;3663.14;42;0.0977356;3642.15;53;0.113598;3587.78;60;0.136978;3521.26;69;0.162316;3462;71;0.168849;3448.37;82;
